tanggal,lokasi,nilai_spi
2016-08,"107.6294,-6.8548",0.3264124081548256
2016-09,"107.6294,-6.8548",0.7850121516751821
2017-01,"107.6294,-6.8548",0.6320345419651345
2017-03,"107.6294,-6.8548",0.9843407430770374
2017-04,"107.6294,-6.8548",0.9052004830821636
2017-05,"107.6294,-6.8548",0.9548619033326752
2017-06,"107.6294,-6.8548",0.6355352813925892
2017-07,"107.6294,-6.8548",-0.1859124692610079
2017-10,"107.6294,-6.8548",-0.0557438778183139
2017-12,"107.6294,-6.8548",0.3566380808150601
2018-03,"107.6294,-6.8548",0.8706311343341093
2018-04,"107.6294,-6.8548",0.7217821043257486
2018-05,"107.6294,-6.8548",0.3986175176189321
2018-06,"107.6294,-6.8548",-0.132161890651837
2018-07,"107.6294,-6.8548",-0.7187133714793479
2018-08,"107.6294,-6.8548",-1.082132231662474
2018-09,"107.6294,-6.8548",-1.0917415976515508
2018-10,"107.6294,-6.8548",-0.9104762721601356
2018-11,"107.6294,-6.8548",-0.0015932140188357
2018-12,"107.6294,-6.8548",0.5526551886412373
2019-04,"107.6294,-6.8548",1.1135106651184958
2019-05,"107.6294,-6.8548",0.4904435229402726
2019-07,"107.6294,-6.8548",-0.1359073298172403
2019-08,"107.6294,-6.8548",-0.8752104527667378
2019-09,"107.6294,-6.8548",-1.1730925177085625
2019-10,"107.6294,-6.8548",-1.1206168768273823
2020-04,"107.6294,-6.8548",-0.4551561856026325
2020-05,"107.6294,-6.8548",0.4399699423465856
2020-06,"107.6294,-6.8548",0.4582625964557263
2020-07,"107.6294,-6.8548",-0.0538673473488708
2020-08,"107.6294,-6.8548",-0.8664153653503133
2020-09,"107.6294,-6.8548",-0.6290564979337308
2021-04,"107.6294,-6.8548",0.4879371858664522
2021-05,"107.6294,-6.8548",0.7886319934143331
2021-06,"107.6294,-6.8548",0.2193361770248862
2021-07,"107.6294,-6.8548",-0.2941886641386723
2021-08,"107.6294,-6.8548",-0.7739317495441101
2022-03,"107.6294,-6.8548",-0.2856299867688884
2022-07,"107.6294,-6.8548",-0.0694637994873986
2022-08,"107.6294,-6.8548",-0.0429192942971299
2022-09,"107.6294,-6.8548",-0.1972299060423762
2013-08,"107.6049,-6.8546",-0.469162632946898
2013-09,"107.6049,-6.8546",-0.6688453314562416
2013-10,"107.6049,-6.8546",-0.7079417067906619
2014-02,"107.6049,-6.8546",-0.0414763749015263
2014-04,"107.6049,-6.8546",0.760960832000919
2014-05,"107.6049,-6.8546",0.9700065940006868
2014-06,"107.6049,-6.8546",0.5077295838747967
2014-07,"107.6049,-6.8546",-0.0430239711165638
2014-08,"107.6049,-6.8546",-0.5737535844464917
2014-09,"107.6049,-6.8546",-0.7989025979224602
2014-10,"107.6049,-6.8546",-1.0845683695747974
2015-05,"107.6049,-6.8546",-0.3288339757939283
2015-06,"107.6049,-6.8546",-0.4036145172460858
2015-08,"107.6049,-6.8546",-0.9148153075960982
2015-10,"107.6049,-6.8546",-1.1537367477954048
2015-11,"107.6049,-6.8546",-0.5870759710833917
2016-01,"107.6049,-6.8546",-0.1762231419437352
2016-02,"107.6049,-6.8546",0.4122711404242852
2016-05,"107.6049,-6.8546",0.5777742803959639
2016-06,"107.6049,-6.8546",0.594596602350429
2016-08,"107.6049,-6.8546",0.2318243139504171
2016-09,"107.6049,-6.8546",0.5534789587324171
2017-01,"107.6049,-6.8546",0.7040246903734421
2017-03,"107.6049,-6.8546",1.0782697938948318
2017-04,"107.6049,-6.8546",0.9942012912655416
2017-05,"107.6049,-6.8546",1.0469552402565463
2017-06,"107.6049,-6.8546",0.7077434287473178
2017-07,"107.6049,-6.8546",-0.1648577276062192
2017-10,"107.6049,-6.8546",-0.0265832441428096
2017-12,"107.6049,-6.8546",0.4114786699308519
2018-04,"107.6049,-6.8546",0.9169000506944678
2018-05,"107.6049,-6.8546",0.5373883521342265
2018-06,"107.6049,-6.8546",-0.107759979135041
2018-07,"107.6049,-6.8546",-0.7308373447054306
2018-08,"107.6049,-6.8546",-1.116887117663186
2018-10,"107.6049,-6.8546",-1.024158297032957
2018-11,"107.6049,-6.8546",-0.0430429500667862
2018-12,"107.6049,-6.8546",0.6197022055338212
2019-05,"107.6049,-6.8546",0.7463974864364185
2019-06,"107.6049,-6.8546",-0.1547509843718377
2019-07,"107.6049,-6.8546",-0.8201061186020496
2019-08,"107.6049,-6.8546",-1.1363613837353508
2019-09,"107.6049,-6.8546",-1.213511706047428
2019-10,"107.6049,-6.8546",-1.157768288554499
2019-11,"107.6049,-6.8546",-0.7702973131760708
2020-04,"107.6049,-6.8546",-0.0632202941477691
2020-05,"107.6049,-6.8546",0.8216963841948464
2020-06,"107.6049,-6.8546",0.5194315735590569
2020-07,"107.6049,-6.8546",-0.024589857885113
2020-08,"107.6049,-6.8546",-0.8877370751447411
2020-09,"107.6049,-6.8546",-0.6355973352602775
2020-12,"107.6049,-6.8546",0.0352679868756579
2021-03,"107.6049,-6.8546",0.4526516554784238
2021-04,"107.6049,-6.8546",0.7185356774657804
2021-05,"107.6049,-6.8546",0.5415570127560071
2021-06,"107.6049,-6.8546",0.2656266666579482
2021-07,"107.6049,-6.8546",-0.2798765255524488
2021-08,"107.6049,-6.8546",-0.7894942958175862
2021-09,"107.6049,-6.8546",-0.6433441409706788
2021-10,"107.6049,-6.8546",0.1318598753181347
2021-11,"107.6049,-6.8546",1.510084340812845
2022-03,"107.6049,-6.8546",1.8826436017603103
2022-07,"107.6049,-6.8546",1.33706692919029
2022-08,"107.6049,-6.8546",-0.0129600448566302
2022-09,"107.6049,-6.8546",-0.1768799267229889
2013-07,"107.6341,-6.8534",1.0021412383384745
2013-08,"107.6341,-6.8534",-0.4257236967094736
2013-09,"107.6341,-6.8534",-0.6160523370915016
2013-10,"107.6341,-6.8534",-0.6533172579725538
2014-02,"107.6341,-6.8534",-0.0180722346072431
2014-04,"107.6341,-6.8534",0.746775114320927
2014-06,"107.6341,-6.8534",0.629183590348418
2014-07,"107.6341,-6.8534",0.3248416302456257
2014-08,"107.6341,-6.8534",-0.5254151258807838
2014-09,"107.6341,-6.8534",-0.7400171216377213
2014-12,"107.6341,-6.8534",-0.131098057687985
2015-06,"107.6341,-6.8534",0.3370581270910657
2015-08,"107.6341,-6.8534",-0.623582090788799
2015-10,"107.6341,-6.8534",-1.0782292041595838
2015-11,"107.6341,-6.8534",-0.5381134305119495
2016-05,"107.6341,-6.8534",0.1679123608426569
2016-06,"107.6341,-6.8534",0.5429465609501047
2016-08,"107.6341,-6.8534",0.2424257900737889
2016-09,"107.6341,-6.8534",0.549012648479339
2017-01,"107.6341,-6.8534",0.6925061240405839
2017-03,"107.6341,-6.8534",1.0492198616582895
2017-04,"107.6341,-6.8534",0.9690895152445416
2017-05,"107.6341,-6.8534",1.019372226071243
2017-06,"107.6341,-6.8534",0.6960506595657941
2017-07,"107.6341,-6.8534",-0.1356738359682185
2017-08,"107.6341,-6.8534",-0.7158117112564947
2017-10,"107.6341,-6.8534",-0.2637445618564449
2017-12,"107.6341,-6.8534",0.3341856865598635
2018-03,"107.6341,-6.8534",0.9340876856996462
2018-04,"107.6341,-6.8534",0.7833764757706805
2018-05,"107.6341,-6.8534",0.4561689295337801
2018-06,"107.6341,-6.8534",-0.0812508092537339
2018-07,"107.6341,-6.8534",-0.6751403586594328
2018-08,"107.6341,-6.8534",-1.0431057805780577
2018-09,"107.6341,-6.8534",-1.052835364807009
2018-10,"107.6341,-6.8534",-0.8693023144307689
2018-12,"107.6341,-6.8534",-0.2376031971467702
2019-04,"107.6341,-6.8534",0.4283834367579262
2019-05,"107.6341,-6.8534",0.5491437266429419
2019-07,"107.6341,-6.8534",-0.0850431058397551
2019-08,"107.6341,-6.8534",-0.8335953010251937
2019-09,"107.6341,-6.8534",-1.1352040278069502
2019-10,"107.6341,-6.8534",-1.082071888964283
2020-04,"107.6341,-6.8534",-0.4082859332948739
2020-05,"107.6341,-6.8534",0.4980386949185534
2020-06,"107.6341,-6.8534",0.516560199784563
2020-07,"107.6341,-6.8534",-0.0019767598940368
2020-08,"107.6341,-6.8534",-0.824690182423575
2020-09,"107.6341,-6.8534",-0.5843618303092698
2021-04,"107.6341,-6.8534",0.5466060339696065
2021-05,"107.6341,-6.8534",0.851062692251848
2021-06,"107.6341,-6.8534",0.2746446847530249
2021-07,"107.6341,-6.8534",-0.2453046231866551
2021-08,"107.6341,-6.8534",-0.7310495477753305
2022-07,"107.6341,-6.8534",-0.6754263456395494
2022-08,"107.6341,-6.8534",-0.5633175017301353
2022-09,"107.6341,-6.8534",-0.1471328598565086
2013-07,"107.6321,-6.8533",0.914373532657544
2013-08,"107.6321,-6.8533",-0.4780570392742931
2013-09,"107.6321,-6.8533",-0.6636624218823175
2013-10,"107.6321,-6.8533",-0.7000025643017793
2014-02,"107.6321,-6.8533",-0.0805219891508041
2014-04,"107.6321,-6.8533",0.665344657874069
2014-06,"107.6321,-6.8533",0.5506713236109241
2014-07,"107.6321,-6.8533",0.2538820131047752
2014-08,"107.6321,-6.8533",-0.5752744933418574
2014-09,"107.6321,-6.8533",-0.7845508558008262
2014-12,"107.6321,-6.8533",-0.1907429264484199
2015-06,"107.6321,-6.8533",0.2657953413699087
2015-08,"107.6321,-6.8533",-0.6710053147497591
2015-10,"107.6321,-6.8533",-1.11436975669313
2015-11,"107.6321,-6.8533",-0.5876576726931629
2016-03,"107.6321,-6.8533",0.0905207188136477
2016-05,"107.6321,-6.8533",0.7472280458442196
2016-08,"107.6321,-6.8533",0.4541650966832382
2016-09,"107.6321,-6.8533",0.7634700283127294
2017-01,"107.6321,-6.8533",0.6124224246015754
2017-03,"107.6321,-6.8533",0.960283837467132
2017-04,"107.6321,-6.8533",0.8821420319312708
2017-05,"107.6321,-6.8533",0.9311769105644911
2017-06,"107.6321,-6.8533",0.6158789977741882
2017-07,"107.6321,-6.8533",-0.1952051507186481
2017-08,"107.6321,-6.8533",-0.7609461347983846
2017-10,"107.6321,-6.8533",-0.3200976315962462
2017-12,"107.6321,-6.8533",0.2629941842621688
2018-03,"107.6321,-6.8533",0.8480088192333747
2018-04,"107.6321,-6.8533",0.7010377079700522
2018-05,"107.6321,-6.8533",0.3819502511919637
2018-06,"107.6321,-6.8533",-0.14213270363053
2018-07,"107.6321,-6.8533",-0.7212840957862238
2018-08,"107.6321,-6.8533",-1.080117967475975
2018-09,"107.6321,-6.8533",-1.0896060991612893
2018-10,"107.6321,-6.8533",-0.910627664975425
2018-11,"107.6321,-6.8533",-0.0132113159677704
2018-12,"107.6321,-6.8533",0.5340445422013891
2019-04,"107.6321,-6.8533",1.0878241175963577
2019-05,"107.6321,-6.8533",0.4726177553348603
2019-07,"107.6321,-6.8533",-0.1458308893444549
2019-08,"107.6321,-6.8533",-0.8758067684901191
2019-09,"107.6321,-6.8533",-1.1699306744870483
2019-10,"107.6321,-6.8533",-1.1181170801752218
2020-04,"107.6321,-6.8533",-0.4610520170984472
2020-05,"107.6321,-6.8533",0.4227809627882352
2020-06,"107.6321,-6.8533",0.4408428319332675
2020-07,"107.6321,-6.8533",-0.0648259450010319
2020-08,"107.6321,-6.8533",-0.867122642223543
2020-09,"107.6321,-6.8533",-0.6327583570786595
2021-04,"107.6321,-6.8533",0.4701430388726894
2021-05,"107.6321,-6.8533",0.767044201170762
2021-07,"107.6321,-6.8533",0.045734632519272
2021-08,"107.6321,-6.8533",-0.3781943418882529
2022-03,"107.6321,-6.8533",-0.2936646056424044
2022-07,"107.6321,-6.8533",-0.0802256281728732
2022-08,"107.6321,-6.8533",-0.0540160154832259
2022-09,"107.6321,-6.8533",-0.2063798037232171
2013-07,"107.6201,-6.8531",0.8314371852121044
2013-08,"107.6201,-6.8531",-0.5057406194225079
2013-09,"107.6201,-6.8531",-0.6839810308635134
2013-10,"107.6201,-6.8531",-0.7188791671441235
2014-02,"107.6201,-6.8531",-0.1239800804737412
2014-03,"107.6201,-6.8531",0.3272905201546811
2014-04,"107.6201,-6.8531",0.8364045669910783
2014-06,"107.6201,-6.8531",0.4237676930923565
2014-07,"107.6201,-6.8531",0.1971545014657834
2014-08,"107.6201,-6.8531",-0.5991004065621108
2014-09,"107.6201,-6.8531",-0.8000725142963987
2014-12,"107.6201,-6.8531",-0.2298273621489168
2015-06,"107.6201,-6.8531",0.2085950992640357
2015-08,"107.6201,-6.8531",-0.6910325518241099
2015-10,"107.6201,-6.8531",-1.1168039353900177
2015-11,"107.6201,-6.8531",-0.6109922113767683
2016-02,"107.6201,-6.8531",-0.0551557556849504
2016-03,"107.6201,-6.8531",0.5655762235792268
2016-05,"107.6201,-6.8531",0.7133073389114349
2016-08,"107.6201,-6.8531",0.3894901908735064
2016-09,"107.6201,-6.8531",0.6865216535375049
2017-01,"107.6201,-6.8531",0.5414677404755565
2017-03,"107.6201,-6.8531",0.8755257321263098
2017-04,"107.6201,-6.8531",0.8004846564110156
2017-05,"107.6201,-6.8531",0.8475737915413408
2017-06,"107.6201,-6.8531",0.5447871540389205
2017-07,"107.6201,-6.8531",-0.2341125217638575
2017-10,"107.6201,-6.8531",-0.1106862008642659
2018-03,"107.6201,-6.8531",0.2077516144286062
2018-04,"107.6201,-6.8531",0.6588999388998555
2018-05,"107.6201,-6.8531",0.3201408886515084
2018-06,"107.6201,-6.8531",-0.1831460321489265
2018-07,"107.6201,-6.8531",-0.7393162303078191
2018-08,"107.6201,-6.8531",-1.0839112847735786
2018-09,"107.6201,-6.8531",-1.09302291974684
2018-10,"107.6201,-6.8531",-0.92114649407374
2018-11,"107.6201,-6.8531",-0.0593403490503686
2018-12,"107.6201,-6.8531",0.466199955616175
2019-05,"107.6201,-6.8531",0.579290469537971
2019-07,"107.6201,-6.8531",-0.2848453899186772
2019-08,"107.6201,-6.8531",-0.8877073188242111
2019-09,"107.6201,-6.8531",-1.1701601511876072
2019-10,"107.6201,-6.8531",-1.120402562056256
2020-01,"107.6201,-6.8531",-0.672828180481885
2020-04,"107.6201,-6.8531",-0.0416783626313065
2020-05,"107.6201,-6.8531",0.7482143722738922
2020-06,"107.6201,-6.8531",0.3766965643256406
2020-07,"107.6201,-6.8531",-0.1089068680057605
2020-08,"107.6201,-6.8531",-0.8793677856866993
2020-09,"107.6201,-6.8531",-0.6543032642578085
2020-12,"107.6201,-6.8531",-0.0554766662017098
2021-04,"107.6201,-6.8531",0.404834115439761
2021-05,"107.6201,-6.8531",0.6899540003359941
2021-06,"107.6201,-6.8531",0.1501456845072626
2021-07,"107.6201,-6.8531",-0.3367803944560255
2021-08,"107.6201,-6.8531",-0.7916744925816853
2021-11,"107.6201,-6.8531",0.3654935927426143
2022-03,"107.6201,-6.8531",0.98138216697251
2022-07,"107.6201,-6.8531",1.1065327658812028
2022-08,"107.6201,-6.8531",-0.0985258852032784
2022-09,"107.6201,-6.8531",-0.2448437555312059
2013-07,"107.6325,-6.853",0.9793993916699656
2013-08,"107.6325,-6.853",-0.4558444519554941
2013-09,"107.6325,-6.853",-0.6471566711078868
2013-10,"107.6325,-6.853",-0.6846141693382245
2014-02,"107.6325,-6.853",-0.046086332005937
2014-04,"107.6325,-6.853",0.7227135887131384
2014-06,"107.6325,-6.853",0.6045143762376168
2014-07,"107.6325,-6.853",0.2985996402757241
2014-08,"107.6325,-6.853",-0.5560510656682552
2014-09,"107.6325,-6.853",-0.7717620798402915
2015-06,"107.6325,-6.853",-0.6538817053227318
2015-08,"107.6325,-6.853",-0.654725337003936
2015-10,"107.6325,-6.853",-1.1117219719591835
2015-11,"107.6325,-6.853",-0.5688149924928532
2016-03,"107.6325,-6.853",0.1302154517608619
2016-05,"107.6325,-6.853",0.807114657497706
2016-08,"107.6325,-6.853",0.5050408578723052
2016-09,"107.6325,-6.853",0.8238560346378672
2017-01,"107.6325,-6.853",0.6681641475945939
2017-03,"107.6325,-6.853",1.026721307509196
2017-04,"107.6325,-6.853",0.9461768641553532
2017-05,"107.6325,-6.853",0.9967194255583331
2017-06,"107.6325,-6.853",0.671727000541115
2017-07,"107.6325,-6.853",-0.1642956739477696
2017-10,"107.6325,-6.853",-0.0318175049275432
2017-12,"107.6325,-6.853",0.3878813349479375
2018-03,"107.6325,-6.853",0.9109941524458232
2018-04,"107.6325,-6.853",0.7595040983752479
2018-05,"107.6325,-6.853",0.4306056116927283
2018-06,"107.6325,-6.853",-0.1095914003668759
2018-07,"107.6325,-6.853",-0.7065500472639682
2018-08,"107.6325,-6.853",-1.076417037840368
2018-09,"107.6325,-6.853",-1.086196902534061
2018-10,"107.6325,-6.853",-0.901715391581168
2018-12,"107.6325,-6.853",-0.2667517848342517
2019-04,"107.6325,-6.853",0.4026765292775873
2019-05,"107.6325,-6.853",0.5240608831878362
2019-07,"107.6325,-6.853",-0.1134032947517646
2019-08,"107.6325,-6.853",-0.8658238517676474
2019-09,"107.6325,-6.853",-1.168991229628
2019-10,"107.6325,-6.853",-1.1155845149585693
2020-04,"107.6325,-6.853",-0.4383165738116408
2020-05,"107.6325,-6.853",0.4726917513040496
2020-06,"107.6325,-6.853",0.4913089714494037
2020-07,"107.6325,-6.853",-0.0299076792319035
2020-08,"107.6325,-6.853",-0.8568727133679228
2020-09,"107.6325,-6.853",-0.6153023943873497
2021-04,"107.6325,-6.853",0.5215100762473354
2021-05,"107.6325,-6.853",0.8275401031249785
